Pair,Date,N,Week,Month,Year,Recorders
Pair D,6/2/2022,8,22,6,2022,NE07 and NE08
Pair D,6/3/2022,8,22,6,2022,NE07 and NE08
Pair D,6/4/2022,8,22,6,2022,NE07 and NE08
Pair D,6/5/2022,8,22,6,2022,NE07 and NE08
Pair D,6/6/2022,8,23,6,2022,NE07 and NE08
Pair D,6/7/2022,8,23,6,2022,NE07 and NE08
Pair D,6/8/2022,8,23,6,2022,NE07 and NE08
Pair D,6/9/2022,8,23,6,2022,NE07 and NE08
Pair D,6/10/2022,8,23,6,2022,NE07 and NE08
Pair D,6/11/2022,8,23,6,2022,NE07 and NE08
Pair D,6/12/2022,8,23,6,2022,NE07 and NE08
Pair D,6/14/2022,8,24,6,2022,NE07 and NE08
Pair D,6/16/2022,8,24,6,2022,NE07 and NE08
Pair D,6/17/2022,8,24,6,2022,NE07 and NE08
Pair D,6/21/2022,8,25,6,2022,NE07 and NE08
Pair D,3/21/2023,8,12,3,2023,NE07 and NE08
Pair D,3/22/2023,8,12,3,2023,NE07 and NE08
Pair D,3/23/2023,8,12,3,2023,NE07 and NE08
Pair D,3/24/2023,8,12,3,2023,NE07 and NE08
Pair D,3/26/2023,8,12,3,2023,NE07 and NE08
Pair D,3/27/2023,8,13,3,2023,NE07 and NE08
Pair D,3/28/2023,8,13,3,2023,NE07 and NE08
Pair D,3/29/2023,8,13,3,2023,NE07 and NE08
Pair D,3/30/2023,8,13,3,2023,NE07 and NE08
Pair D,3/31/2023,8,13,3,2023,NE07 and NE08
Pair D,4/1/2023,8,13,4,2023,NE07 and NE08
Pair D,4/2/2023,8,13,4,2023,NE07 and NE08
Pair D,4/3/2023,8,14,4,2023,NE07 and NE08
Pair D,4/4/2023,8,14,4,2023,NE07 and NE08
Pair D,4/5/2023,8,14,4,2023,NE07 and NE08
Pair D,4/6/2023,8,14,4,2023,NE07 and NE08
Pair D,4/7/2023,8,14,4,2023,NE07 and NE08
Pair D,4/8/2023,8,14,4,2023,NE07 and NE08
Pair D,4/9/2023,8,14,4,2023,NE07 and NE08
Pair D,4/10/2023,8,15,4,2023,NE07 and NE08
Pair D,4/11/2023,8,15,4,2023,NE07 and NE08
Pair D,4/13/2023,8,15,4,2023,NE07 and NE08
Pair D,4/14/2023,8,15,4,2023,NE07 and NE08
Pair D,4/15/2023,8,15,4,2023,NE07 and NE08
Pair D,4/16/2023,8,15,4,2023,NE07 and NE08
Pair D,4/17/2023,8,16,4,2023,NE07 and NE08
Pair D,4/18/2023,8,16,4,2023,NE07 and NE08
Pair D,4/21/2023,8,16,4,2023,NE07 and NE08
Pair D,4/22/2023,8,16,4,2023,NE07 and NE08
Pair D,4/23/2023,8,16,4,2023,NE07 and NE08
Pair D,4/24/2023,8,17,4,2023,NE07 and NE08
Pair D,4/25/2023,8,17,4,2023,NE07 and NE08
Pair D,4/26/2023,8,17,4,2023,NE07 and NE08
Pair D,4/27/2023,8,17,4,2023,NE07 and NE08
Pair D,4/28/2023,8,17,4,2023,NE07 and NE08
Pair D,4/29/2023,8,17,4,2023,NE07 and NE08
Pair D,4/30/2023,8,17,4,2023,NE07 and NE08
Pair D,5/1/2023,8,18,5,2023,NE07 and NE08
Pair D,5/2/2023,8,18,5,2023,NE07 and NE08
Pair D,5/3/2023,8,18,5,2023,NE07 and NE08
Pair D,5/4/2023,8,18,5,2023,NE07 and NE08
Pair D,5/6/2023,8,18,5,2023,NE07 and NE08
Pair D,5/7/2023,8,18,5,2023,NE07 and NE08
Pair D,5/8/2023,8,19,5,2023,NE07 and NE08
Pair D,5/9/2023,8,19,5,2023,NE07 and NE08
Pair D,5/10/2023,8,19,5,2023,NE07 and NE08
Pair D,5/11/2023,8,19,5,2023,NE07 and NE08
Pair D,5/13/2023,8,19,5,2023,NE07 and NE08
Pair D,5/14/2023,8,19,5,2023,NE07 and NE08
Pair D,5/15/2023,8,20,5,2023,NE07 and NE08
Pair D,5/16/2023,8,20,5,2023,NE07 and NE08
Pair D,5/17/2023,8,20,5,2023,NE07 and NE08
Pair D,5/18/2023,8,20,5,2023,NE07 and NE08
Pair D,5/19/2023,8,20,5,2023,NE07 and NE08
Pair D,5/20/2023,8,20,5,2023,NE07 and NE08
Pair D,5/21/2023,8,20,5,2023,NE07 and NE08
Pair D,5/22/2023,8,21,5,2023,NE07 and NE08
Pair D,5/23/2023,8,21,5,2023,NE07 and NE08
Pair D,5/24/2023,8,21,5,2023,NE07 and NE08
Pair D,5/25/2023,8,21,5,2023,NE07 and NE08
Pair D,5/27/2023,8,21,5,2023,NE07 and NE08
Pair D,5/30/2023,8,22,5,2023,NE07 and NE08
Pair D,5/31/2023,8,22,5,2023,NE07 and NE08
Pair D,6/1/2023,8,22,6,2023,NE07 and NE08
Pair D,6/2/2023,8,22,6,2023,NE07 and NE08
Pair D,6/3/2023,8,22,6,2023,NE07 and NE08
Pair D,6/4/2023,8,22,6,2023,NE07 and NE08
Pair D,6/5/2023,8,23,6,2023,NE07 and NE08
Pair D,6/21/2023,8,25,6,2023,NE07 and NE08
Pair D,6/22/2023,8,25,6,2023,NE07 and NE08
Pair D,6/23/2023,8,25,6,2023,NE07 and NE08
Pair D,6/25/2023,8,25,6,2023,NE07 and NE08
Pair D,6/26/2023,8,26,6,2023,NE07 and NE08
Pair D,6/28/2023,8,26,6,2023,NE07 and NE08
Pair D,6/29/2023,8,26,6,2023,NE07 and NE08
Pair D,7/1/2023,8,26,7,2023,NE07 and NE08
Pair D,7/2/2023,8,26,7,2023,NE07 and NE08
Pair D,7/3/2023,8,27,7,2023,NE07 and NE08
Pair D,7/5/2023,8,27,7,2023,NE07 and NE08
Pair D,7/6/2023,8,27,7,2023,NE07 and NE08
Pair D,7/7/2023,8,27,7,2023,NE07 and NE08
Pair D,7/10/2023,8,28,7,2023,NE07 and NE08
Pair D,7/12/2023,8,28,7,2023,NE07 and NE08
Pair D,7/21/2023,8,29,7,2023,NE07 and NE08
Pair D,7/22/2023,8,29,7,2023,NE07 and NE08
Pair D,7/23/2023,8,29,7,2023,NE07 and NE08
Pair D,7/25/2023,8,30,7,2023,NE07 and NE08
Pair D,8/9/2023,8,32,8,2023,NE07 and NE08
Pair E,3/17/2022,8,11,3,2022,NE09 and NE10
Pair E,3/18/2022,8,11,3,2022,NE09 and NE10
Pair E,3/19/2022,8,11,3,2022,NE09 and NE10
Pair E,3/20/2022,8,11,3,2022,NE09 and NE10
Pair E,3/24/2022,8,12,3,2022,NE09 and NE10
Pair E,3/31/2022,8,13,3,2022,NE09 and NE10
Pair E,4/1/2022,8,13,4,2022,NE09 and NE10
Pair E,4/2/2022,8,13,4,2022,NE09 and NE10
Pair E,4/3/2022,8,13,4,2022,NE09 and NE10
Pair E,4/5/2022,8,14,4,2022,NE09 and NE10
Pair E,4/8/2022,8,14,4,2022,NE09 and NE10
Pair E,4/9/2022,8,14,4,2022,NE09 and NE10
Pair E,4/13/2022,8,15,4,2022,NE09 and NE10
Pair E,4/15/2022,8,15,4,2022,NE09 and NE10
Pair E,4/17/2022,8,15,4,2022,NE09 and NE10
Pair E,4/20/2022,8,16,4,2022,NE09 and NE10
Pair E,4/21/2022,8,16,4,2022,NE09 and NE10
Pair E,4/24/2022,8,16,4,2022,NE09 and NE10
Pair E,4/25/2022,8,17,4,2022,NE09 and NE10
Pair E,4/26/2022,8,17,4,2022,NE09 and NE10
Pair E,4/27/2022,8,17,4,2022,NE09 and NE10
Pair E,4/28/2022,8,17,4,2022,NE09 and NE10
Pair E,4/29/2022,8,17,4,2022,NE09 and NE10
Pair E,5/1/2022,8,17,5,2022,NE09 and NE10
Pair E,5/3/2022,8,18,5,2022,NE09 and NE10
Pair E,5/4/2022,8,18,5,2022,NE09 and NE10
Pair E,5/5/2022,8,18,5,2022,NE09 and NE10
Pair E,5/6/2022,8,18,5,2022,NE09 and NE10
Pair E,5/7/2022,8,18,5,2022,NE09 and NE10
Pair E,5/8/2022,8,18,5,2022,NE09 and NE10
Pair E,5/9/2022,8,19,5,2022,NE09 and NE10
Pair E,5/10/2022,8,19,5,2022,NE09 and NE10
Pair E,5/11/2022,8,19,5,2022,NE09 and NE10
Pair E,5/12/2022,8,19,5,2022,NE09 and NE10
Pair E,5/13/2022,8,19,5,2022,NE09 and NE10
Pair E,5/14/2022,8,19,5,2022,NE09 and NE10
Pair E,5/15/2022,8,19,5,2022,NE09 and NE10
Pair E,5/16/2022,8,20,5,2022,NE09 and NE10
Pair E,5/17/2022,8,20,5,2022,NE09 and NE10
Pair E,5/18/2022,8,20,5,2022,NE09 and NE10
Pair E,5/21/2022,8,20,5,2022,NE09 and NE10
Pair E,5/22/2022,8,20,5,2022,NE09 and NE10
Pair E,5/23/2022,8,21,5,2022,NE09 and NE10
Pair E,5/24/2022,8,21,5,2022,NE09 and NE10
Pair E,5/25/2022,8,21,5,2022,NE09 and NE10
Pair E,5/26/2022,8,21,5,2022,NE09 and NE10
Pair E,6/24/2022,8,25,6,2022,NE09 and NE10
Pair E,7/1/2022,8,26,7,2022,NE09 and NE10
Pair E,7/2/2022,8,26,7,2022,NE09 and NE10
Pair E,7/3/2022,8,26,7,2022,NE09 and NE10
Pair E,7/7/2022,8,27,7,2022,NE09 and NE10
Pair E,7/19/2022,8,29,7,2022,NE09 and NE10
Pair E,7/23/2022,8,29,7,2022,NE09 and NE10
Pair E,3/21/2023,8,12,3,2023,NE09 and NE10
Pair E,3/22/2023,8,12,3,2023,NE09 and NE10
Pair E,3/23/2023,8,12,3,2023,NE09 and NE10
Pair E,3/24/2023,8,12,3,2023,NE09 and NE10
Pair E,3/26/2023,8,12,3,2023,NE09 and NE10
Pair E,3/27/2023,8,13,3,2023,NE09 and NE10
Pair E,3/28/2023,8,13,3,2023,NE09 and NE10
Pair E,3/30/2023,8,13,3,2023,NE09 and NE10
Pair E,4/1/2023,8,13,4,2023,NE09 and NE10
Pair E,4/2/2023,8,13,4,2023,NE09 and NE10
Pair E,4/4/2023,8,14,4,2023,NE09 and NE10
Pair E,4/5/2023,8,14,4,2023,NE09 and NE10
Pair E,4/6/2023,8,14,4,2023,NE09 and NE10
Pair E,4/8/2023,8,14,4,2023,NE09 and NE10
Pair E,4/9/2023,8,14,4,2023,NE09 and NE10
Pair E,4/10/2023,8,15,4,2023,NE09 and NE10
Pair E,4/15/2023,8,15,4,2023,NE09 and NE10
Pair E,4/16/2023,8,15,4,2023,NE09 and NE10
Pair E,4/17/2023,8,16,4,2023,NE09 and NE10
Pair E,4/18/2023,8,16,4,2023,NE09 and NE10
Pair E,4/20/2023,8,16,4,2023,NE09 and NE10
Pair E,4/22/2023,8,16,4,2023,NE09 and NE10
Pair E,4/23/2023,8,16,4,2023,NE09 and NE10
Pair E,4/24/2023,8,17,4,2023,NE09 and NE10
Pair E,4/25/2023,8,17,4,2023,NE09 and NE10
Pair E,4/26/2023,8,17,4,2023,NE09 and NE10
Pair E,4/27/2023,8,17,4,2023,NE09 and NE10
Pair E,4/28/2023,8,17,4,2023,NE09 and NE10
Pair E,4/29/2023,8,17,4,2023,NE09 and NE10
Pair E,4/30/2023,8,17,4,2023,NE09 and NE10
Pair E,5/1/2023,8,18,5,2023,NE09 and NE10
Pair E,5/2/2023,8,18,5,2023,NE09 and NE10
Pair E,5/3/2023,8,18,5,2023,NE09 and NE10
Pair E,5/4/2023,8,18,5,2023,NE09 and NE10
Pair E,5/6/2023,8,18,5,2023,NE09 and NE10
Pair E,5/7/2023,8,18,5,2023,NE09 and NE10
Pair E,5/8/2023,8,19,5,2023,NE09 and NE10
Pair E,5/9/2023,8,19,5,2023,NE09 and NE10
Pair E,5/10/2023,8,19,5,2023,NE09 and NE10
Pair E,5/11/2023,8,19,5,2023,NE09 and NE10
Pair E,5/13/2023,8,19,5,2023,NE09 and NE10
Pair E,5/14/2023,8,19,5,2023,NE09 and NE10
Pair E,5/15/2023,8,20,5,2023,NE09 and NE10
Pair E,5/16/2023,8,20,5,2023,NE09 and NE10
Pair E,5/17/2023,8,20,5,2023,NE09 and NE10
Pair E,5/18/2023,8,20,5,2023,NE09 and NE10
Pair E,5/19/2023,8,20,5,2023,NE09 and NE10
Pair E,5/20/2023,8,20,5,2023,NE09 and NE10
Pair E,5/21/2023,8,20,5,2023,NE09 and NE10
Pair E,5/22/2023,8,21,5,2023,NE09 and NE10
Pair E,5/23/2023,8,21,5,2023,NE09 and NE10
Pair E,5/24/2023,8,21,5,2023,NE09 and NE10
Pair E,5/25/2023,8,21,5,2023,NE09 and NE10
Pair E,5/27/2023,8,21,5,2023,NE09 and NE10
Pair E,5/28/2023,8,21,5,2023,NE09 and NE10
Pair E,5/30/2023,8,22,5,2023,NE09 and NE10
Pair E,5/31/2023,8,22,5,2023,NE09 and NE10
Pair E,6/1/2023,8,22,6,2023,NE09 and NE10
Pair E,6/20/2023,8,25,6,2023,NE09 and NE10
Pair E,6/21/2023,8,25,6,2023,NE09 and NE10
Pair E,6/22/2023,8,25,6,2023,NE09 and NE10
Pair E,6/23/2023,8,25,6,2023,NE09 and NE10
Pair E,6/24/2023,8,25,6,2023,NE09 and NE10
Pair E,6/25/2023,8,25,6,2023,NE09 and NE10
Pair E,6/26/2023,8,26,6,2023,NE09 and NE10
Pair E,6/27/2023,8,26,6,2023,NE09 and NE10
Pair E,6/28/2023,8,26,6,2023,NE09 and NE10
Pair E,6/29/2023,8,26,6,2023,NE09 and NE10
Pair E,7/1/2023,8,26,7,2023,NE09 and NE10
Pair E,7/2/2023,8,26,7,2023,NE09 and NE10
Pair E,7/3/2023,8,27,7,2023,NE09 and NE10
Pair E,7/4/2023,8,27,7,2023,NE09 and NE10
Pair E,7/5/2023,8,27,7,2023,NE09 and NE10
Pair E,7/9/2023,8,27,7,2023,NE09 and NE10
Pair E,7/10/2023,8,28,7,2023,NE09 and NE10
Pair E,7/11/2023,8,28,7,2023,NE09 and NE10
Pair E,7/12/2023,8,28,7,2023,NE09 and NE10
Pair E,7/13/2023,8,28,7,2023,NE09 and NE10
Pair E,7/15/2023,8,28,7,2023,NE09 and NE10
Pair E,7/16/2023,8,28,7,2023,NE09 and NE10
Pair E,7/17/2023,8,29,7,2023,NE09 and NE10
Pair E,7/18/2023,8,29,7,2023,NE09 and NE10
Pair E,7/19/2023,8,29,7,2023,NE09 and NE10
Pair E,8/4/2023,8,31,8,2023,NE09 and NE10
Pair E,8/7/2023,8,32,8,2023,NE09 and NE10
Pair E,8/8/2023,8,32,8,2023,NE09 and NE10
Pair F,6/2/2022,8,22,6,2022,NE11 and NE12
Pair F,6/3/2022,8,22,6,2022,NE11 and NE12
Pair F,6/4/2022,8,22,6,2022,NE11 and NE12
Pair F,6/5/2022,8,22,6,2022,NE11 and NE12
Pair F,6/6/2022,8,23,6,2022,NE11 and NE12
Pair F,6/7/2022,8,23,6,2022,NE11 and NE12
Pair F,6/8/2022,8,23,6,2022,NE11 and NE12
Pair F,6/9/2022,8,23,6,2022,NE11 and NE12
Pair F,6/10/2022,8,23,6,2022,NE11 and NE12
Pair F,6/11/2022,8,23,6,2022,NE11 and NE12
Pair F,6/12/2022,8,23,6,2022,NE11 and NE12
Pair F,6/14/2022,8,24,6,2022,NE11 and NE12
Pair F,6/15/2022,8,24,6,2022,NE11 and NE12
Pair F,6/16/2022,8,24,6,2022,NE11 and NE12
Pair F,6/19/2022,8,24,6,2022,NE11 and NE12
Pair F,6/22/2022,8,25,6,2022,NE11 and NE12
Pair F,6/23/2022,8,25,6,2022,NE11 and NE12
Pair F,6/24/2022,8,25,6,2022,NE11 and NE12
Pair F,6/26/2022,8,25,6,2022,NE11 and NE12
Pair F,6/29/2022,8,26,6,2022,NE11 and NE12
Pair F,6/30/2022,8,26,6,2022,NE11 and NE12
Pair F,7/1/2022,8,26,7,2022,NE11 and NE12
Pair F,3/21/2023,8,12,3,2023,NE11 and NE12
Pair F,3/22/2023,8,12,3,2023,NE11 and NE12
Pair F,3/23/2023,8,12,3,2023,NE11 and NE12
Pair F,3/24/2023,8,12,3,2023,NE11 and NE12
Pair F,3/26/2023,8,12,3,2023,NE11 and NE12
Pair F,3/27/2023,8,13,3,2023,NE11 and NE12
Pair F,3/28/2023,8,13,3,2023,NE11 and NE12
Pair F,3/29/2023,8,13,3,2023,NE11 and NE12
Pair F,3/30/2023,8,13,3,2023,NE11 and NE12
Pair F,4/1/2023,8,13,4,2023,NE11 and NE12
Pair F,4/2/2023,8,13,4,2023,NE11 and NE12
Pair F,4/3/2023,8,14,4,2023,NE11 and NE12
Pair F,4/4/2023,8,14,4,2023,NE11 and NE12
Pair F,4/5/2023,8,14,4,2023,NE11 and NE12
Pair F,4/6/2023,8,14,4,2023,NE11 and NE12
Pair F,4/7/2023,8,14,4,2023,NE11 and NE12
Pair F,4/8/2023,8,14,4,2023,NE11 and NE12
Pair F,4/9/2023,8,14,4,2023,NE11 and NE12
Pair F,4/10/2023,8,15,4,2023,NE11 and NE12
Pair F,4/11/2023,8,15,4,2023,NE11 and NE12
Pair F,4/12/2023,8,15,4,2023,NE11 and NE12
Pair F,4/13/2023,8,15,4,2023,NE11 and NE12
Pair F,4/15/2023,8,15,4,2023,NE11 and NE12
Pair F,4/16/2023,8,15,4,2023,NE11 and NE12
Pair F,4/17/2023,8,16,4,2023,NE11 and NE12
Pair F,4/18/2023,8,16,4,2023,NE11 and NE12
Pair F,4/20/2023,8,16,4,2023,NE11 and NE12
Pair F,4/21/2023,8,16,4,2023,NE11 and NE12
Pair F,4/22/2023,8,16,4,2023,NE11 and NE12
Pair F,4/23/2023,8,16,4,2023,NE11 and NE12
Pair F,4/24/2023,8,17,4,2023,NE11 and NE12
Pair F,4/25/2023,8,17,4,2023,NE11 and NE12
Pair F,4/26/2023,8,17,4,2023,NE11 and NE12
Pair F,4/27/2023,8,17,4,2023,NE11 and NE12
Pair F,4/28/2023,8,17,4,2023,NE11 and NE12
Pair F,4/29/2023,8,17,4,2023,NE11 and NE12
Pair F,4/30/2023,8,17,4,2023,NE11 and NE12
Pair F,5/1/2023,8,18,5,2023,NE11 and NE12
Pair F,5/2/2023,8,18,5,2023,NE11 and NE12
Pair F,5/3/2023,8,18,5,2023,NE11 and NE12
Pair F,5/4/2023,8,18,5,2023,NE11 and NE12
Pair F,5/5/2023,8,18,5,2023,NE11 and NE12
Pair F,5/6/2023,8,18,5,2023,NE11 and NE12
Pair F,5/7/2023,8,18,5,2023,NE11 and NE12
Pair F,5/8/2023,8,19,5,2023,NE11 and NE12
Pair F,5/9/2023,8,19,5,2023,NE11 and NE12
Pair F,5/10/2023,8,19,5,2023,NE11 and NE12
Pair F,5/11/2023,8,19,5,2023,NE11 and NE12
Pair F,5/12/2023,8,19,5,2023,NE11 and NE12
Pair F,5/13/2023,8,19,5,2023,NE11 and NE12
Pair F,5/14/2023,8,19,5,2023,NE11 and NE12
Pair F,5/15/2023,8,20,5,2023,NE11 and NE12
Pair F,5/16/2023,8,20,5,2023,NE11 and NE12
Pair F,5/17/2023,8,20,5,2023,NE11 and NE12
Pair F,5/18/2023,8,20,5,2023,NE11 and NE12
Pair F,5/19/2023,8,20,5,2023,NE11 and NE12
Pair F,5/20/2023,8,20,5,2023,NE11 and NE12
Pair F,5/21/2023,8,20,5,2023,NE11 and NE12
Pair F,5/22/2023,8,21,5,2023,NE11 and NE12
Pair F,5/23/2023,8,21,5,2023,NE11 and NE12
Pair F,5/24/2023,8,21,5,2023,NE11 and NE12
Pair F,5/25/2023,8,21,5,2023,NE11 and NE12
Pair F,5/26/2023,8,21,5,2023,NE11 and NE12
Pair F,5/27/2023,8,21,5,2023,NE11 and NE12
Pair F,5/28/2023,8,21,5,2023,NE11 and NE12
Pair F,5/29/2023,8,22,5,2023,NE11 and NE12
Pair F,5/30/2023,8,22,5,2023,NE11 and NE12
Pair F,5/31/2023,8,22,5,2023,NE11 and NE12
Pair F,6/1/2023,8,22,6,2023,NE11 and NE12
Pair F,6/2/2023,8,22,6,2023,NE11 and NE12
Pair F,6/3/2023,8,22,6,2023,NE11 and NE12
Pair F,6/8/2023,8,23,6,2023,NE11 and NE12
Pair F,6/9/2023,8,23,6,2023,NE11 and NE12
Pair F,6/10/2023,8,23,6,2023,NE11 and NE12
Pair F,6/11/2023,8,23,6,2023,NE11 and NE12
Pair F,6/14/2023,8,24,6,2023,NE11 and NE12
Pair F,6/17/2023,8,24,6,2023,NE11 and NE12
Pair F,6/18/2023,8,24,6,2023,NE11 and NE12
Pair F,6/21/2023,8,25,6,2023,NE11 and NE12
Pair F,6/22/2023,8,25,6,2023,NE11 and NE12
Pair F,6/23/2023,8,25,6,2023,NE11 and NE12
Pair F,6/24/2023,8,25,6,2023,NE11 and NE12
Pair F,6/25/2023,8,25,6,2023,NE11 and NE12
Pair F,6/26/2023,8,26,6,2023,NE11 and NE12
Pair F,6/27/2023,8,26,6,2023,NE11 and NE12
Pair F,6/29/2023,8,26,6,2023,NE11 and NE12
Pair F,6/30/2023,8,26,6,2023,NE11 and NE12
Pair F,7/1/2023,8,26,7,2023,NE11 and NE12
Pair F,7/2/2023,8,26,7,2023,NE11 and NE12
Pair F,7/3/2023,8,27,7,2023,NE11 and NE12
Pair F,7/4/2023,8,27,7,2023,NE11 and NE12
Pair F,7/5/2023,8,27,7,2023,NE11 and NE12
Pair F,7/6/2023,8,27,7,2023,NE11 and NE12
Pair F,7/7/2023,8,27,7,2023,NE11 and NE12
Pair F,7/8/2023,8,27,7,2023,NE11 and NE12
Pair F,7/9/2023,8,27,7,2023,NE11 and NE12
Pair F,7/12/2023,8,28,7,2023,NE11 and NE12
Pair F,7/15/2023,8,28,7,2023,NE11 and NE12
Pair F,7/16/2023,8,28,7,2023,NE11 and NE12
Pair F,7/19/2023,8,29,7,2023,NE11 and NE12
Pair F,7/22/2023,8,29,7,2023,NE11 and NE12
Pair F,7/23/2023,8,29,7,2023,NE11 and NE12
Pair F,8/2/2023,8,31,8,2023,NE11 and NE12
Pair F,8/3/2023,8,31,8,2023,NE11 and NE12
Pair F,8/5/2023,8,31,8,2023,NE11 and NE12
Pair F,8/6/2023,8,31,8,2023,NE11 and NE12
Pair F,8/7/2023,8,32,8,2023,NE11 and NE12
Pair F,8/8/2023,8,32,8,2023,NE11 and NE12
Pair F,8/10/2023,8,32,8,2023,NE11 and NE12
Pair F,8/13/2023,8,32,8,2023,NE11 and NE12
Pair F,9/8/2023,8,36,9,2023,NE11 and NE12
Pair F,9/12/2023,8,37,9,2023,NE11 and NE12
